"본 자료는 실거래가 사이트에서 제공하고 있는  계약일 기준 자료로 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기 바라며,",,,,,,,,
외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.,,,,,,,,
* 주택매매 거래는 부동산거래신고에관한법률 제3조에 따라 계약 후 60일이내 신고토록 규정,,,,,,,,
"** 주택매매 거래량은 매월 15일경 부동산통계정보시스템(www.r-one.co.kr)에서  확인 가능하며, 전월세 거래량은 국토교통부 홈페이지(보도자료)를 통해 확인 가능",,,,,,,,
,,,,,,,,
,,,,,,,,
시군구,번지,단지명,전용면적(㎡),계약일,거래금액(만원),층,건축년도,도로명
 충청남도 논산시 강산동,643,부영,48.6,11~20,"7,200",5,1996,시민로307번길
 충청남도 논산시 강산동,643,부영,48.6,21~30,"6,300",4,1996,시민로307번길
 충청남도 논산시 강산동,643,부영,48.6,21~30,"6,700",9,1996,시민로307번길
 충청남도 논산시 강산동,643,부영,59.44,1~10,"7,700",6,1996,시민로307번길
 충청남도 논산시 강산동,643,부영,59.44,1~10,"7,450",12,1996,시민로307번길
 충청남도 논산시 강산동,643,부영,59.44,1~10,"7,700",2,1996,시민로307번길
 충청남도 논산시 강산동,643,부영,59.44,11~20,"7,700",7,1996,시민로307번길
 충청남도 논산시 강산동,643,부영,59.44,21~30,"7,800",5,1996,시민로307번길
 충청남도 논산시 강산동,643,부영,59.44,21~30,"7,300",2,1996,시민로307번길
 충청남도 논산시 내동,272,논산제이파크1단지,84.77,1~10,"16,300",2,2003,시민로258번길
 충청남도 논산시 내동,272,논산제이파크1단지,84.98,1~10,"16,500",4,2003,시민로258번길
 충청남도 논산시 내동,272,논산제이파크1단지,84.98,11~20,"17,400",12,2003,시민로258번길
 충청남도 논산시 내동,272,논산제이파크1단지,84.98,11~20,"17,000",3,2003,시민로258번길
 충청남도 논산시 내동,272,논산제이파크1단지,84.98,11~20,"16,500",4,2003,시민로258번길
 충청남도 논산시 내동,272,논산제이파크1단지,84.98,21~30,"16,600",6,2003,시민로258번길
 충청남도 논산시 내동,272,논산제이파크1단지,84.98,21~30,"17,300",7,2003,시민로258번길
 충청남도 논산시 내동,272,논산제이파크1단지,84.98,21~30,"16,100",2,2003,시민로258번길
 충청남도 논산시 내동,272-7,논산제이파크2단지,84.98,1~10,"18,000",2,2003,시민로258번길
 충청남도 논산시 내동,969,놀뫼타운,54.78,21~30,"7,950",10,1994,체육로
 충청남도 논산시 내동,969,놀뫼타운,84.98,21~30,"13,350",5,1994,체육로
 충청남도 논산시 내동,969,놀뫼타운,84.98,21~30,"12,000",7,1994,체육로
 충청남도 논산시 내동,969,놀뫼타운,84.98,21~30,"12,600",8,1994,체육로
 충청남도 논산시 내동,535,동신,89,21~30,"13,500",11,1993,체육로
 충청남도 논산시 내동,1262,모닝빌2차,78.91,11~20,"18,800",11,2014,체육로
 충청남도 논산시 내동,1262,모닝빌2차,78.91,21~30,"20,500",9,2014,체육로
 충청남도 논산시 내동,1262,모닝빌2차,82.91,11~20,"21,700",4,2014,체육로
 충청남도 논산시 내동,968,아주,55.2,11~20,"8,800",2,1994,체육로
 충청남도 논산시 내동,968,아주,55.2,21~30,"8,000",9,1994,체육로
 충청남도 논산시 내동,968,아주,59.85,1~10,"7,100",3,1994,체육로
 충청남도 논산시 내동,968,아주,59.85,21~30,"10,200",9,1994,체육로
 충청남도 논산시 내동,968,아주,59.85,21~30,"9,900",2,1994,체육로
 충청남도 논산시 내동,1113,엘에이치리벤하임,51.84,21~30,"14,600",8,2014,대학로65번길
 충청남도 논산시 내동,1113,엘에이치리벤하임,59.83,1~10,"16,500",2,2014,대학로65번길
 충청남도 논산시 내동,1113,엘에이치리벤하임,84.59,11~20,"26,500",2,2014,대학로65번길
 충청남도 논산시 대교동,336,논산코아루,59.96,1~10,"15,132",2,2015,대화로133번길
 충청남도 논산시 대교동,336,논산코아루,59.97,21~30,"16,000",3,2015,대화로133번길
 충청남도 논산시 대교동,336,논산코아루,81.9,1~10,"21,500",9,2015,대화로133번길
 충청남도 논산시 대교동,98-6,알칸스빌,36.84,21~30,"8,000",6,2016,강변로
 충청남도 논산시 부창동,209-4,대림,59.88,1~10,"9,800",19,1997,대림길
 충청남도 논산시 부창동,209-4,대림,59.88,1~10,"9,425",20,1997,대림길
 충청남도 논산시 부창동,209-4,대림,59.88,21~30,"9,500",14,1997,대림길
 충청남도 논산시 부창동,209-4,대림,59.88,21~30,"9,000",15,1997,대림길
 충청남도 논산시 부창동,66-2,모닝빌,84.94,1~10,"19,900",4,2012,부창로
 충청남도 논산시 부창동,355-7,무림,57.08,1~10,"4,000",5,1989,해월로9번길
